FID,ROADWAY,ACCESS_CLA,DISTRICT,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Length
1037,17070000,04,1,17,Sarasota,1,5.282,30.591,40673.9934,40673.993394257
1038,75040000,07,5,75,Orange,5,7.649,13.289,9077.0205,9077.02054179796
1039,48006000,05,3,48,Escambia,3,0,1.009,1633.5546,1633.55456314365
1040,26005000,05,2,26,Alachua,2,7.157,8.668,2431.542,2431.54203278312
1041,87260298,07,6,87,Miami-Dade,6,0,1.405,2246.9923,2246.99226759666
1042,70160000,05,5,70,Brevard,5,0.247,4.773,7296.0855,7296.08546341264
1043,16060000,05,1,16,Polk,1,4.912,5.489,928.4375,928.437454503665
1044,78060000,04,2,78,St. Johns,2,0,2.305,3712.2722,3712.27220921708
1045,16130000,05,1,16,Polk,1,0,1.137,1829.7568,1829.75681124652
1046,16590000,03,1,16,Polk,1,22.15,27.299,8280.7754,8280.77542255446
1047,31030000,06,2,31,Gilchrist,2,12.086,12.682,959.2724,959.272378333717
1048,52010000,06,3,52,Holmes,3,6.3,6.63,532.2561,532.256121678391
1049,93020000,06,4,93,Palm Beach,4,12.729,14.558,2943.6566,2943.65659065754
1050,72010000,06,2,72,Duval,2,1.931,2.649,1155.2755,1155.27548880478
1051,26030000,06,2,26,Alachua,2,13.105,13.553,720.6189,720.618854168762
1052,93160000,05,4,93,Palm Beach,4,25.642,26.086,714.8299,714.829944305434
1053,70100000,05,5,70,Brevard,5,15.902,16.316,666.3909,666.390938954251
1054,12005000,05,1,12,Lee,1,8.018,16.843,14196.0414,14196.0414124143
1055,53090000,04,3,53,Jackson,3,14.824,17.84,4853.6805,4853.68054503029
1056,18010000,04,5,18,Sumter,5,0,6.042,9727.5851,9727.58507843114
1057,02010000,03,7,02,Citrus,7,13.555,30.062,26544.5107,26544.5106765775
1058,87020000,06,6,87,Miami-Dade,6,13.982,15.171,1915.0062,1915.00620714162
1059,53040000,05,3,53,Jackson,3,7.909,10.216,3718.0559,3718.055850888
1060,77010000,06,5,77,Seminole,5,11.327,13.359,3275.4224,3275.42240652137
1061,87080900,07,6,87,Miami-Dade,6,37.797,40.027,3586.3493,3586.34933484271
1062,90050000,04,6,90,Monroe,6,0,13.336,21453.8143,21453.8142862679
1063,05090000,03,1,05,Glades,1,0,12.465,20076.9426,20076.942581468
1064,79100000,05,5,79,Volusia,5,25.565,30.24,7522.2484,7522.24837514579
1065,16020000,05,1,16,Polk,1,14.384,16.857,3981.8605,3981.8605400619
1066,55070000,06,3,55,Leon,3,19.953,21.142,1914.8475,1914.84750683194
1067,87200000,01,6,87,Miami-Dade,6,0,13.048,20969.8974,20969.8974244768
1068,61080000,03,3,61,Washington,3,0,14.655,23626.8129,23626.8129258727
1069,26090000,06,2,26,Alachua,2,2.83,3.592,1226.0265,1226.02645434794
1070,70030000,05,5,70,Brevard,5,0,3.078,4952.9924,4952.99240949573
1071,86130000,06,4,86,Broward,4,2.271,3.228,1542.5801,1542.58006077218
1072,16261000,07,1,16,Polk,1,0,1.994,3200.337,3200.336977385
1073,75475000,01,5,75,Orange,8,0,4.957,7972.9425,7972.94246181667
1074,34150000,06,2,34,Levy,2,6.356,6.624,434.1058,434.105752762005
1075,75008170,01,5,75,Orange,5,1.417,5.132,5978.3111,5978.31112592076
1076,93290000,06,4,93,Palm Beach,4,0,12.072,19431.3862,19431.3861785413
1077,48260000,01,3,48,Escambia,3,0,16.549,26701.5165,26701.5165127678
1078,26020000,03,2,26,Alachua,2,18.294,23.476,8350.2761,8350.27605969995
1079,71020000,03,2,71,Clay,2,1.382,12.259,17484.93,17484.9300491255
1080,72220001,03,2,72,Duval,2,0,0.184,293.7953,293.795338625501
1081,10180000,07,7,10,Hillsborough,7,0.082,1.826,2805.2557,2805.25568398666
1082,87047000,06,6,87,Miami-Dade,6,0,2.92,4696.205,4696.20496126898
1083,89050000,04,4,89,Martin,4,0,12.333,19803.5308,19803.5308274979
1084,04040000,03,1,04,Desoto,1,15.376,31.77,26393.3635,26393.3634516195
1085,93120000,06,4,93,Palm Beach,4,20.313,21.945,2621.418,2621.41802775545
1086,04020000,06,1,04,Desoto,1,14.036,15.769,2785.6487,2785.64865013503
1087,61040000,03,3,61,Washington,3,0,1.705,2749.6995,2749.69951278406
1088,93200000,06,4,93,Palm Beach,4,9.256,9.855,964.0278,964.027825973251
1089,10320000,01,7,10,Hillsborough,7,0.171,16.021,25519.4599,25519.4598521367
1090,12060000,04,1,12,Lee,1,21.734,24.404,4299.8033,4299.80332448671
1091,76050000,05,2,76,Putnam,2,20.643,23.708,4930.7222,4930.72217734231
1092,17008000,07,1,17,Sarasota,1,0,3.368,5445.7637,5445.76371801621
1093,79190005,05,5,79,Volusia,5,0,0.022,34.4886,34.488632473125
1094,75020000,03,5,75,Orange,5,12.964,22.865,15933.3553,15933.3553358642
1095,60030000,03,3,60,Walton,3,18.372,31.988,21977.7041,21977.7041457384
1096,48070000,06,3,48,Escambia,3,0,2.68,4337.9139,4337.91393854676
1097,26004000,05,2,26,Alachua,2,0,0.931,1500.3679,1500.36794675055
1098,87210101,07,6,87,Miami-Dade,6,0,0.613,996.4193,996.419337198846
1099,71050000,03,2,71,Clay,2,4.364,10.52,9899.8942,9899.89419744812
1100,78060000,06,2,78,St. Johns,2,19.421,20.383,1549.3165,1549.31653107911
1101,16160000,06,1,16,Polk,1,0,2.702,4338.5558,4338.55584859452
1102,89020000,04,4,89,Martin,4,0.552,6.124,8971.1206,8971.12059035268
1103,93020000,06,4,93,Palm Beach,4,9.237,9.242,8.0434,8.04336138110853
1104,72160000,06,2,72,Duval,2,12.085,13.709,2612.6366,2612.63659397059
1105,91010000,04,1,91,Okeechobee,1,1.734,4.73,4819.2831,4819.28310489778
1106,72120000,07,2,72,Duval,2,22.742,24.378,2635.9163,2635.9163266874
1107,10020000,07,7,10,Hillsborough,7,0,11.211,18049.825,18049.8249778062
1108,13130000,07,1,13,Manatee,1,0.22,1.258,1673.6922,1673.69222409464
1109,17110000,07,1,17,Sarasota,1,0,0.98,1574.6681,1574.66811407307
1110,87037000,07,6,87,Miami-Dade,6,4.39,5.659,2041.1223,2041.12225743792
1111,86220000,03,4,86,Broward,4,0,9.832,15816.5169,15816.5169325564
1112,28010000,05,2,28,Bradford,2,6.974,7.545,918.7454,918.745443086579
1113,06010101,04,1,06,Hardee,1,0,3.468,5578.6042,5578.60419528183
1114,79070000,06,5,79,Volusia,5,30.504,31.31,1294.0324,1294.03242653903
1115,02030000,03,7,02,Citrus,7,14.648,15.476,1333.0877,1333.08770160553
1116,56020000,04,3,56,Liberty,3,21.077,33.187,19501.9632,19501.9631954852
1117,16060000,05,1,16,Polk,1,8.263,12.222,6370.7117,6370.71173514081
1118,76010000,05,2,76,Putnam,2,29.38,30.366,1585.2875,1585.28750425037
1119,78010027,07,2,78,St. Johns,2,0.471,0.833,582.1791,582.179059155124
1120,16280000,05,1,16,Polk,1,2.476,6.278,6116.4083,6116.40832334605
1121,35010000,06,2,35,Madison,2,27.713,28.547,1342.5009,1342.50088272753
1122,58010000,05,3,58,Santa Rosa,3,7.078,9.317,3617.9474,3617.94735744509
1123,72004000,03,2,72,Duval,2,0,0.692,1113.7946,1113.7945773659
1124,26030000,04,2,26,Alachua,2,4.814,13.105,13336.4142,13336.4141788905
1125,10150000,05,7,10,Hillsborough,7,4.849,9.792,7950.7745,7950.77449654141
1126,72290000,01,2,72,Duval,2,0,10.513,16916.755,16916.7550110522
1127,87008000,07,6,87,Miami-Dade,6,6.612,7.682,1724.3048,1724.30483034968
1128,01050000,02,1,01,Charlotte,1,4.477,9.405,7932.4,7932.40004948413
1129,75180000,06,5,75,Orange,5,0,0.106,170.7194,170.719377813339
1130,53030000,03,3,53,Jackson,3,5.014,8.818,6132.5964,6132.59638214755
1131,09140000,04,1,09,Highlands,1,0,9.342,15029.0201,15029.0200735839
1132,87060000,05,6,87,Miami-Dade,6,16.38,17.717,2152.5982,2152.59820976086
1133,90060000,04,6,90,Monroe,6,18.206,19.374,1879.7043,1879.70427129951
1134,55120000,04,3,55,Leon,3,0,3.58,5764.2148,5764.21481061073
1135,87091000,04,6,87,Miami-Dade,6,0,6.359,10201.3592,10201.3591641441
1136,08050000,03,7,08,Hernando,7,6.117,10.312,6750.6518,6750.65179292056
1137,26090000,05,2,26,Alachua,2,12.62,15.916,5302.9157,5302.91570675021
1138,70008000,06,5,70,Brevard,5,1.908,5.253,5380.0164,5380.01636488127
1139,13150000,07,1,13,Manatee,1,4.572,8.305,6007.8711,6007.87105925429
1140,57070000,04,3,57,Okaloosa,3,4.795,18.997,22935.831,22935.8309875281
1141,34010000,05,2,34,Levy,2,6.76,8.199,2317.3505,2317.35047437162
1142,54020000,03,3,54,Jefferson,3,0,17.036,27440.0576,27440.0576076541
1143,60010000,05,3,60,Walton,3,14.648,14.833,298.6196,298.619600631849
1144,48080000,07,3,48,Escambia,3,0,0.96,1549.8396,1549.83957006864
1145,88060000,05,4,88,Indian River,4,31.34,32.158,1316.4185,1316.41849502534
1146,10091000,03,7,10,Hillsborough,7,6.877,6.904,43.4554,43.4553659089931
1147,72230000,06,2,72,Duval,2,0,3.509,5647.2858,5647.28580751442
1148,79010000,03,5,79,Volusia,5,0,14.166,22793.5612,22793.561167474
1149,93020001,07,4,93,Palm Beach,4,0,0.413,662.8373,662.83730021329
1150,72010000,04,2,72,Duval,2,2.649,13.835,17997.8232,17997.8232101673
1151,26060000,03,2,26,Alachua,2,11.764,25.36,21873.2324,21873.2324166436
1152,72110000,06,2,72,Duval,2,0.218,1.688,2368.5823,2368.58233756178
1153,70100000,05,5,70,Brevard,5,10.295,11.717,2289.0301,2289.03013618273
1154,12005000,05,1,12,Lee,1,6.46,8.018,2506.182,2506.18202285849
1155,53060000,06,3,53,Jackson,3,8.101,10.732,4242.187,4242.18701009961
1156,01050000,03,1,01,Charlotte,1,9.405,11.641,3599.2601,3599.26005429071
1157,75200000,03,5,75,Orange,5,0,0.265,426.4724,426.472372535165
1158,52030000,04,3,52,Holmes,3,4.07,17.674,21935.9613,21935.9612998912
1159,77010101,03,5,77,Seminole,5,0,0.521,833.6458,833.645818649896
1160,87060002,06,6,87,Miami-Dade,6,0,1.034,1625.1884,1625.18841197859
1161,87281000,03,6,87,Miami-Dade,6,4.04,5.646,2581.165,2581.16495210614
1162,06030000,06,1,06,Hardee,1,0,0.654,1052.6345,1052.63452692269
1163,16011000,04,1,16,Polk,1,0,4.684,7522.3332,7522.3332233439
1164,55060000,07,3,55,Leon,3,6.217,8.455,3604.2348,3604.23483052204
1165,87170000,02,6,87,Miami-Dade,6,3.695,5.727,3270.4106,3270.41055790632
1166,61060001,04,3,61,Washington,3,0,0.208,335.6026,335.602599258943
1167,26110000,06,2,26,Alachua,2,0.069,1.217,1849.6393,1849.63927336027
1168,70030000,07,5,70,Brevard,5,3.078,4.117,1671.9486,1671.94855997037
1169,13175000,01,1,13,Manatee,1,0,5.233,8425.2722,8425.27222962499
1170,57030000,05,3,57,Okaloosa,3,6.957,11.847,7896.4882,7896.48817655502
1171,34010101,05,2,34,Levy,2,0,0.057,94.7098,94.7097770578314
1172,54010000,04,3,54,Jefferson,3,11.203,19.903,14006.5731,14006.5731492515
1173,93280000,05,4,93,Palm Beach,4,9.393,10.21,1314.7633,1314.76333153033
1174,48080062,05,3,48,Escambia,3,0,0.482,784.1916,784.191610613738
1175,88080000,06,4,88,Indian River,4,0,0.55,882.7348,882.7347803871
1176,70060000,05,5,70,Brevard,5,33.999,36.148,3459.8265,3459.82650161647
1177,13010000,07,1,13,Manatee,1,2.55,5.284,4425.6188,4425.61881495008
1178,71110000,07,2,71,Clay,2,4.393,5.728,2148.1273,2148.12726418094
1179,87047000,05,6,87,Miami-Dade,6,2.92,8.018,8198.964,8198.96404320839
1180,89095000,01,4,89,Martin,4,0,24.817,39937.882,39937.8819892284
1181,55040000,07,3,55,Leon,3,10.637,12.156,2445.2448,2445.24484549302
1182,93110000,03,4,93,Palm Beach,4,0.43,2.995,4127.9794,4127.97939567561
1183,04020000,05,1,04,Desoto,1,15.769,16.693,1485.2822,1485.28221708465
1184,59020000,05,3,59,Wakulla,3,1.312,1.7,624.1863,624.186276412059
1185,72140000,99,2,72,Duval,2,9.71,10.275,909.4041,909.404098192908
1186,10030001,03,7,10,Hillsborough,7,0,0.925,1486.6743,1486.67433514242
1187,12060000,05,1,12,Lee,1,5.467,19.01,21809.5317,21809.5317338037
1188,09030000,05,1,09,Highlands,1,13.474,14.724,2012.1784,2012.17843782815
1189,17075000,01,1,17,Sarasota,1,0,42.615,68595.225,68595.2249861902
1190,79180000,06,5,79,Volusia,5,1.085,6.601,8876.3538,8876.35381299454
1191,75040102,07,5,75,Orange,5,0,0.511,819.4061,819.406143602031
1192,29030000,04,2,29,Columbia,2,0,20.653,33225.0379,33225.0378636757
1193,48050000,06,3,48,Escambia,3,0,6.2,10023.0935,10023.0935127529
1194,28030000,04,2,28,Bradford,2,0.638,3.701,4933.8808,4933.88083491581
1195,87260152,07,6,87,Miami-Dade,6,0,1.273,2037.409,2037.40899070654
1196,71070000,05,2,71,Clay,2,8.267,14.498,10024.8152,10024.815208892
1197,29030000,05,2,29,Columbia,2,20.653,23.949,5302.4003,5302.40030100174
1198,16120001,06,1,16,Polk,1,0,0.084,137.08,137.080000288951
1199,32070000,04,2,32,Hamilton,2,10.1,11.31,1947.2307,1947.23073624718
1200,93006100,03,4,93,Palm Beach,4,0,1.015,1637.3664,1637.36642011727
1201,72190180,07,2,72,Duval,2,0,0.224,362.4457,362.44566522044
1202,91070000,05,1,91,Okeechobee,1,10.683,11.805,1807.7574,1807.75742177924
1203,93140001,04,4,93,Palm Beach,4,0.56,0.848,464.8927,464.892713388237
1204,90060001,06,6,90,Monroe,6,0,3.026,4869.9927,4869.99266592675
1205,12020000,06,1,12,Lee,1,1.753,5.297,5709.9008,5709.90075341798
1206,87008000,06,6,87,Miami-Dade,6,3.114,6.612,5636.9914,5636.99143678888
1207,07010000,03,1,07,Hendry,1,12.348,29.83,28124.8354,28124.8353932101
1208,87030000,07,6,87,Miami-Dade,6,8.825,10.221,2246.8236,2246.82360015209
1209,48003000,07,3,48,Escambia,3,4.03,6.048,3263.6368,3263.63676013066
1210,78002900,02,2,78,St. Johns,2,0,1.009,1630.0652,1630.06515729844
1211,06010000,05,1,06,Hardee,1,10.655,10.865,338.1388,338.138762552293
1212,79120000,04,5,79,Volusia,5,7.2,17.59,16720.1335,16720.1334590385
1213,02050000,03,7,02,Citrus,7,0.99,15.771,23796.5417,23796.5417190848
1214,55320000,01,3,55,Leon,3,0,22.2,35724.6863,35724.686316166
1215,16060000,05,1,16,Polk,1,0.521,1.13,979.8982,979.89821694597
1216,76010000,04,2,76,Putnam,2,12.488,17.256,7666.1728,7666.17282838095
1217,17030000,06,1,17,Sarasota,1,2.124,2.74,992.325,992.325037512635
1218,79181000,03,5,79,Volusia,5,0.644,3.154,4050.2294,4050.22937153133
1219,75037000,05,5,75,Orange,5,0,2.5,4017.4287,4017.42870461732
1220,86200000,05,4,86,Broward,4,3.999,5.429,2302.7648,2302.76475318196
1221,26004000,05,2,26,Alachua,2,1.238,1.651,665.6445,665.644475116475
1222,87260528,07,6,87,Miami-Dade,6,0,1.028,1623.0621,1623.06210089661
1223,71050000,06,2,71,Clay,2,21.708,23.614,3065.1777,3065.17771558343
1224,16030301,05,1,16,Polk,1,0,0.508,818.7473,818.7473299156
1225,29060000,04,2,29,Columbia,2,0,9.989,16075.0208,16075.0208296461
1226,16120000,06,1,16,Polk,1,0,1.101,1768.0242,1768.02415679203
1227,35090000,01,2,35,Madison,2,0,32.99,53076.0444,53076.0443914533
1228,52010000,04,3,52,Holmes,3,0,6.3,10161.9753,10161.975295519
1229,93020000,07,4,93,Palm Beach,4,9.137,9.237,160.8581,160.858140851836
1230,72006000,04,2,72,Duval,2,0,2.194,3523.3762,3523.37623074243
1231,58060000,04,3,58,Santa Rosa,3,22.487,26.002,5681.6366,5681.6366435262
1232,72120002,07,2,72,Duval,2,0,1.453,2328.0247,2328.02468379738
1233,70110000,03,5,70,Brevard,5,0,7.036,11339.2116,11339.21157879
1234,12004000,05,1,12,Lee,1,9.57,10.726,1851.3934,1851.39341990637
1235,87003000,01,6,87,Miami-Dade,6,0,4.132,6576.3123,6576.31233590598
1236,87039000,05,6,87,Miami-Dade,6,0,2.462,3956.8974,3956.89737606397
1237,89470000,01,4,89,Martin,8,0,20.249,32621.224,32621.223997477
1238,55002000,05,3,55,Leon,3,0,1.33,2143.2023,2143.20230118081
1239,93100000,05,4,93,Palm Beach,4,11.666,12.599,1501.5424,1501.54240920832
1240,04010000,04,1,04,Desoto,1,0,13.156,21180.5514,21180.5514020296
1241,59010000,04,3,59,Wakulla,3,9.791,14.553,7659.93,7659.92996407369
1242,72150001,06,2,72,Duval,2,0.09,0.245,249.079,249.079024228231
1243,10270000,07,7,10,Hillsborough,7,1.363,3.362,3226.9339,3226.93385668216
1244,12020000,05,1,12,Lee,1,5.297,6.026,1174.4769,1174.47687543856
1245,77120000,05,5,77,Seminole,5,4.228,7.868,5859.4149,5859.41489832293
1246,17050000,05,1,17,Sarasota,1,6.926,8.222,2090.7104,2090.71041069704
1247,34010000,06,2,34,Levy,2,8.323,9.009,1104.701,1104.70104893163
1248,75040101,07,5,75,Orange,5,0,1.175,1833.4965,1833.49649149457
1249,78051000,05,2,78,St. Johns,2,12.781,16.472,5938.1539,5938.15393813602
1250,48040000,06,3,48,Escambia,3,0,2.994,4838.7885,4838.78853657624
1251,26004000,04,2,26,Alachua,2,1.651,2.201,886.3485,886.348465156508
1252,87240000,05,6,87,Miami-Dade,6,0,11.003,17674.9359,17674.9359095715
1253,70120000,06,5,70,Brevard,5,5.257,5.715,737.2291,737.229067628655
1254,16100000,05,1,16,Polk,1,1.731,3.739,3248.5949,3248.59493312744
1255,78060000,04,2,78,St. Johns,2,9.478,14.424,7965.832,7965.8320328657
1256,16110000,03,1,16,Polk,1,17.697,27.354,15534.8639,15534.8638762327
1257,32010000,06,2,32,Hamilton,2,30.577,31.167,949.4158,949.415770426313
1258,93020100,07,4,93,Palm Beach,4,0,0.96,1559.8327,1559.8327175135
1259,72016000,01,2,72,Duval,2,8.385,10.028,2647.6056,2647.60558656157
1260,91050000,05,1,91,Okeechobee,1,0,2.916,4690.8038,4690.80378895017
1261,72090447,01,2,72,Duval,2,0,0.93,1510.0693,1510.06931625063
1262,70100000,03,5,70,Brevard,5,0,7.363,11852.1645,11852.1645131294
1263,13040000,07,1,13,Manatee,1,7,7.754,1208.2633,1208.26328574754
1264,53070000,04,3,53,Jackson,3,2.471,7.643,8334.8865,8334.88651940915
1265,07030000,03,1,07,Hendry,1,0,1.635,2630.7394,2630.73935913425
1266,02010000,04,7,02,Citrus,7,0,5.994,9638.8441,9638.84407804516
1267,87037000,05,6,87,Miami-Dade,6,1.54,4.39,4583.9873,4583.98733847201
1268,86190500,03,4,86,Broward,4,0,1.852,2971.9032,2971.9031565942
1269,78001000,04,2,78,St. Johns,2,0,2.562,4125.5241,4125.5241024215
1270,07010000,03,1,07,Hendry,1,0,7.747,12463.317,12463.3169952218
1271,79070000,04,5,79,Volusia,5,0,1.193,1915.3388,1915.33877553189
1272,16020000,05,1,16,Polk,1,2.369,4.25,3028.5914,3028.5914255266
1273,56040000,04,3,56,Liberty,3,0,36.289,58472.9376,58472.9376158837
1274,75080000,04,5,75,Orange,5,7.583,9.017,2307.7923,2307.79233130047
1275,16050000,05,1,16,Polk,1,0,1.476,2377.4871,2377.48705079618
1276,08050000,07,7,08,Hernando,7,11.725,12.766,1675.2433,1675.24325842462
1277,29010000,05,2,29,Columbia,2,12.064,14.628,4127.9083,4127.90827720585
1278,70011000,04,5,70,Brevard,5,1.799,3.358,2500.5727,2500.57273349329
1279,86100000,05,4,86,Broward,4,5.09,6.472,2224.2131,2224.21310301853
1280,16210000,03,1,16,Polk,1,4.713,9.005,6911.7313,6911.73127008625
1281,57518000,04,3,57,Okaloosa,3,0,4.763,7668.5989,7668.59890672721
1282,35020000,04,2,35,Madison,2,0.132,8.138,12891.9288,12891.928810265
1283,58010000,04,3,58,Santa Rosa,3,16.216,27.923,18916.8182,18916.8182418565
1284,48090000,05,3,48,Escambia,3,0,2.586,4177.5885,4177.58854909461
1285,26020064,06,2,26,Alachua,2,0,1.188,1901.5724,1901.57242599322
1286,71010000,03,2,71,Clay,2,0,11.036,17753.6286,17753.628570845
1287,13020000,05,1,13,Manatee,1,0.689,6.327,9068.7409,9068.74085927069
1288,01010000,03,1,01,Charlotte,1,0,12.489,20086.9533,20086.9532603207
1289,79060000,03,5,79,Volusia,5,2.638,16.222,21854.0716,21854.0715944734
1290,52010000,04,3,52,Holmes,3,23.829,27.386,5737.5115,5737.51149344953
1291,78090000,04,2,78,St. Johns,2,8.507,14.485,9620.6379,9620.63785943316
1292,87055000,05,6,87,Miami-Dade,6,0.905,5.8,7874.6264,7874.62642818615
1293,90020005,07,6,90,Monroe,6,0,0.398,639.3525,639.352508316629
1294,55002000,03,3,55,Leon,3,1.33,6.67,8605.1015,8605.10150046441
1295,93140001,04,4,93,Palm Beach,4,0,0.56,903.8664,903.866424711324
1296,15220000,03,7,15,Pinellas,7,0.197,1.225,1657.0764,1657.07641722854
1297,18010000,05,5,18,Sumter,5,21.759,22.46,1128.5519,1128.55186840219
1298,01010000,06,1,01,Charlotte,1,13.247,15.214,3163.5944,3163.59444813645
1299,75190000,03,5,75,Orange,5,3.211,4.413,1935.8779,1935.87793277665
1300,53060000,04,3,53,Jackson,3,10.732,12.705,3181.328,3181.32796546553
1301,28010000,05,2,28,Bradford,2,15.278,15.769,790.0675,790.067456078349
1302,87085000,07,6,87,Miami-Dade,6,0,2.255,3629.1155,3629.11549667715
1303,87281000,07,6,87,Miami-Dade,6,0,4.04,6492.8512,6492.8512231027
1304,06050000,04,1,06,Hardee,1,0,16.207,26075.941,26075.941002393
1305,10200000,03,7,10,Hillsborough,7,4.272,10.91,10705.3923,10705.3923496844
1306,16003000,05,1,16,Polk,1,0,0.466,755.9942,755.994201792567
1307,55090000,06,3,55,Leon,3,0.156,2.794,4209.0249,4209.02493385597
1308,87140000,05,6,87,Miami-Dade,6,8.171,12.157,6416.4022,6416.40224287954
1309,08010000,04,7,08,Hernando,7,0,8.142,13123.6235,13123.6235442658
1310,78010027,06,2,78,St. Johns,2,1.404,2.737,2143.7031,2143.70313707756
1311,70020000,05,5,70,Brevard,5,18.382,23.569,8344.6687,8344.66865723037
1312,72300001,06,2,72,Duval,2,0,0.317,506.2575,506.25751899222
1313,16300101,05,1,16,Polk,1,0,1.377,2222.5102,2222.51016319919
1314,57090000,04,3,57,Okaloosa,3,2.684,12.002,15040.6699,15040.6698856803
1315,34050000,06,2,34,Levy,2,35.637,36.137,804.2311,804.231105386748
1316,75003001,01,5,75,Orange,5,0,0.486,778.7972,778.7972370745
1317,93002000,05,4,93,Palm Beach,4,0,0.574,921.8991,921.899060220367
1318,48190000,03,3,48,Escambia,3,1.009,3.677,4316.5914,4316.59140074707
1319,88010000,03,4,88,Indian River,4,0,3.698,5952.1449,5952.14487363685
1320,71030000,03,2,71,Clay,2,0,5.54,8909.1359,8909.13593965698
1321,72250000,01,2,72,Duval,2,0,0.408,655.6313,655.631301348645
1322,79040000,03,5,79,Volusia,5,0.477,2.719,3608.7409,3608.74088299397
1323,53020000,05,3,53,Jackson,3,0.602,3.236,4244.8933,4244.89334244965
1324,09080000,03,1,09,Highlands,1,0,2.581,4148.5682,4148.56822184542
1325,87066000,07,6,87,Miami-Dade,6,3.741,4.546,1297.6046,1297.6045606614
1326,89090000,06,4,89,Martin,4,13.849,14.66,1305.7018,1305.70181729322
1327,07060000,03,1,07,Hendry,1,0,15.922,25641.5447,25641.5447086501
1328,87015000,05,6,87,Miami-Dade,6,0,3.032,4928.8416,4928.84163348384
1329,79060000,06,5,79,Volusia,5,19.648,20.766,1798.7091,1798.70910387626
1330,86110000,03,4,86,Broward,4,0,6.245,10050.3903,10050.3903475647
1331,27010000,06,2,27,Baker,2,11.5,11.925,683.8418,683.841778589865
1332,87080900,03,6,87,Miami-Dade,6,31.09,33.185,3369.2294,3369.22941845827
1333,17080000,06,1,17,Sarasota,1,1.238,3.051,2926.4459,2926.44586774243
1334,06010001,05,1,06,Hardee,1,0,1.843,2962.1839,2962.18385507308
1335,79080000,06,5,79,Volusia,5,1.407,10.615,14810.8892,14810.8891615462
1336,02050000,06,7,02,Citrus,7,15.771,16.668,1444.135,1444.13503429573
1337,55160000,05,3,55,Leon,3,0.466,2.533,3329.9524,3329.95236777225
1338,75080104,07,5,75,Orange,5,0,0.079,123.2401,123.24011069431
1339,08080000,06,7,08,Hernando,7,0,0.33,531.3848,531.384815643117
